OTU,ARMS_SWC_Bjorko1_20200131_20200518_MF100_s1_r1,ARMS_SWC_Bjorko1_20200131_20200518_MF500_s1_r1,ARMS_SWC_Bjorko1_20200131_20200518_SF40_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_MF100_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_MF500_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_SF40_s1_r1,ARMS_SWC_Gbg2_20200206_20200520_MF100_s1_r1,ARMS_SWC_Gbg2_20200206_20200520_MF500_s1_r1,ARMS_SWC_Gbg2_20200206_20200520_SF40_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_MF100_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_MF500_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_SF40_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_MF100_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_MF500_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_SF40_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_MF100_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_SF40_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_MF100_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_MF500_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_SF40_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_MF100_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_MF500_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_SF40_s1_r1,ARMS_SWC_Marstrand1_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand1_20200228_20200527_SF40_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_MF500_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_SF40_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_MF500_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_SF40_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_SF40_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_SF40_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_SF40_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_MF100_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_MF500_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_SF40_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_MF100_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_MF500_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_SF40_s1_r1,Classification,TAXON.NCBI_TAX_ID
ASV_3102:1c83cd0616a3b69fa1b50ded8d0f6a98d682859b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Corallina;Corallina chilensis,Corallina chilensis:2582857
ASV_3103:1c8d1b699c7eae98632b3b86fc33780a717185e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Rhodophyta;Florideophyceae;Rhodogorgonales;Rhodogorgonaceae;Renouxia;Renouxia sp,Renouxia sp:2485823
ASV_3104:1c9d58261d2d3b833b90c3a338e9a9ed761d71a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bicosoecida;Bigyra_1;Bicosoecida;Cafeteriaceae;Cafeteria;Cafeteria roenbergensis,Cafeteria roenbergensis:33653
ASV_3105:1c9ed46fbe1283752f84ab5475eaa352fcb6736a,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia japonica,Malassezia japonica:223818
ASV_3106:1cae82d2a0bcdf9746ce537f3febb1374f695053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Cladosiphon;Cladosiphon umezakii,Cladosiphon umezakii:309738
ASV_3107:1cb278ab7c80417b159abeece5e7dc6b5227a323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Hymenoptera;Braconidae;Euurobracon;Euurobracon breviterebrae,Euurobracon breviterebrae:1421601
ASV_3108:1cbca8a6f6631c2b1146ae43b006f7a047321605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Tinocladia;Tinocladia sanrikuensis,Tinocladia sanrikuensis:3113215
ASV_3109:1cd56cd22f3a7eb07fccc114195ad3de4527283d,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Pichiaceae;Pichia;Pichia kudriavzevii,Pichia kudriavzevii:4909
ASV_3110:1cd74269a413e291851ba2d7d2ea52e8ae1fbce5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon mariensis,Chloropicon mariensis:1606511
ASV_3111:1ce322fa4c11b66f0c10cb958ff1a45e2dbce9a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Thuretia;Thuretia quercifolia,Thuretia quercifolia:189650
ASV_3112:1ce7bfde8f8f5ac2ee0865140b7d0d0d9461ea43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Eukaryota;Peronosporales;Oomycota_8;Peronosporales;Peronosporaceae;Phytophthora;Phytophthora moyootj x Phytophthora thermophila,Phytophthora moyootj x Phytophthora thermophila:1704123
ASV_3113:1cf28dcf9d2d919c1ea701d2948aa5053cd375a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Eukaryota;Fucales;Phaeophyceae_5;Fucales;Fucaceae;Xiphophora;Xiphophora chondrophylla,Xiphophora chondrophylla:87161
ASV_3114:1d014e7c6a219e94f6a5c430c906b952916e4dcc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Bacillariophyceae;Bacillariales;Bacillariaceae;Cylindrotheca;Cylindrotheca closterium,Cylindrotheca closterium:2856
ASV_3115:1d14fabf9d9e3e659d6d56b13c27e0fc6751a760,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Passeriformes;Paridae;Anthoscopus;Anthoscopus minutus,Anthoscopus minutus:156561
ASV_3116:1d1ababa198d3990ea36ff7d8669c386b599c03e,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Eukaryota;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;Tetrahymena asiatica,Tetrahymena asiatica:5913
ASV_3117:1d2c8fa5c169f00e33857a30c01de837ce63ada7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chromulinales;Chrysophyceae_4;Chromulinales;Chromulinaceae;Pedospumella;Pedospumella sinomuralis,Pedospumella sinomuralis:1841648
ASV_3118:1d2f335df9fe6fe616cf87370ecee46fac45fe88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa australica,Chrysoparadoxa australica:2498842
ASV_3119:1d4af2b0e3d92b07dfd1fbf9cda0ec8d80fc2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Scytosiphonaceae;Nemoderma;Nemoderma tingitanum,Nemoderma tingitanum:112059
ASV_3120:1d50db390035f1a399976aea994ca222cbde94e4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Membranoptera;Membranoptera weeksiae,Membranoptera weeksiae:158720
ASV_3121:1d5ef61880918279a12a368967792c6f71c5ebc0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Coraciiformes;Todidae;Todus;Todus angustirostris,Todus angustirostris:176936
ASV_3122:1d6347117d486685094ca8615f4e2d8e79217009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Cnidaria;Hydrozoa;Siphonophorae;Rhodaliidae;Dendrogramma;Dendrogramma enigmatica,Dendrogramma enigmatica:1960159
ASV_3123:1d64d6bb63c56e05065a2d3aeb6d934cea39938a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Stephanodiscaceae;Stephanodiscus;Stephanodiscus yellowstonensis,Stephanodiscus yellowstonensis:29209
ASV_3124:1d7fc4d7851cff0e047fc5bc2330d7a1f910da77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Coraciiformes;Alcedinidae;Halcyon;Halcyon pileata,Halcyon pileata:1496258
ASV_3125:1d824d47eb9c5734ebb18d7de9649f33a48ba759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Pythiales;Oomycota_12;Pythiales;Pythiaceae;Pythium;Pythium kandovanense,Pythium kandovanense:1632203
ASV_3126:1d884bf4c5049700cf4aa2f8d57cc22da421e567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita pseudoporphyria,Amanita pseudoporphyria:67725
ASV_3127:1d8a57486889aff991ae8757c593a9ba546eff9d,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia japonica,Malassezia japonica:223818
ASV_3128:1d8de7b56a0bb0248dd902d7c31d42dae2b709ed,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Clitellata;Haplotaxida;Naididae;Tubificoides;Tubificoides mackiei,Tubificoides mackiei:2268229
ASV_3129:1dbc6db3aa4fa2156467ab869d7866e8ecc72e7e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Bivalvia;Veneroida;Corbiculidae;Geloina;Geloina coaxans,Geloina coaxans:499929
ASV_3130:1ddd32cf10f442890c99f0bd6db41a74f5d471d9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Candida_2;Candida gigantensis,Candida gigantensis:271359
ASV_3131:1dec372be9735c3c83a8e8320cc24bd09aa0fcb9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Membranoptera;Membranoptera tenuis,Membranoptera tenuis:158698
ASV_3132:1df7edfb50f7eec50b09e21d7671d5185f031af4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Eukaryota;Nematoda;Chromadorea;Chromadorida;Chromadoridae;Neochromadora;Neochromadora poecilosomoides,Neochromadora poecilosomoides:862448
ASV_3133:1e0179d7ca71167b43f19e98450cb520a1d3d5e8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Delesseriaceae;Membranoptera;Membranoptera tenuis,Membranoptera tenuis:158698
ASV_3134:1e021abc24168ccbfdb289dc38ca78af5fb830cf,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira pseudonana,Thalassiosira pseudonana:35128
ASV_3135:1e15c592cf615628aaae36670bcf71d484e6358d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium bubalis,Plasmodium bubalis:1737479
ASV_3136:1e44bfd94fb809ecd277372c8b9a461b99939caa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ectocarpales;Phaeophyceae_16;Ectocarpales;Chordariaceae;Nemacystus;Nemacystus decipiens,Nemacystus decipiens:2185085
ASV_3137:1e50350ac6d24f83cda6cdc5ced124def1805e4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Tricholoma leucophyllum,Tricholoma leucophyllum:519974
ASV_3138:1e5c1de09a5cac636fcb8928a56256ff4937336b,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Eukaryota;Saprolegniales;Oomycota_2;Saprolegniales;Saprolegniaceae;Aphanomyces;Aphanomyces invadans,Aphanomyces invadans:157072
ASV_3139:1e5c9fea9a3a663fd7a5bb7e3bfe8e2017e64e0e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chytridiomycota;Chytridiomycetes;Synchytriales;Synchytriaceae;Synchytrium;Synchytrium microbalum,Synchytrium microbalum:1806994
ASV_3140:1e6d2ce305a0de709f34306c07e11f997b7f8992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Arthrocladium;Arthrocladium fulminans,Arthrocladium fulminans:1758292
ASV_3141:1e860de5ca0ada16c68b14d6cd927f1636df3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Coleoptera;Curculionidae;Sphenophorus;Sphenophorus incurrens,Sphenophorus incurrens:1403718
ASV_3142:1ec32a72a3b458efa6da8fa3beb3c666a8715046,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Mollisiaceae;Acephala;Acephala applanata,Acephala applanata:327282
ASV_3143:1ecf75baa5bc306e10cb983a35d1e0510a1ad2e3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Fucales;Phaeophyceae_5;Fucales;Sargassaceae;Bifurcaria;Bifurcaria bifurcata,Bifurcaria bifurcata:74462
ASV_3144:1ef38c11abcde5fd215b365beb87ef08e5c854c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium sphaerospermum,Cladosporium sphaerospermum:92950
ASV_3145:1f0c1ed68d33749db8d44872a61df1afaa5c1db3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Arthrocladium;Arthrocladium fulminans,Arthrocladium fulminans:1758292
ASV_3146:1f13b2141f80059d61a027f4d98cecd6f424d709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Annelida;Polychaeta;Terebellida;Terebellidae;Artacama;Artacama crassa,Artacama crassa:2716576
ASV_3147:1f17ea2ebdb640610b057e10de4d41cdafc91b3b,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Eukaryota;Nemertea;Pilidiophora;Heteronemertea;Lineidae;Micrura;Micrura bella,Micrura bella:1692167
ASV_3148:1f1b34eda0954a84196523527bd8a29783761fa7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa;Chrysoparadoxa australica,Chrysoparadoxa australica:2498842
ASV_3149:1f1d71ab27f6126026653ba5b35153cf7d926c31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Eukaryota;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira curviseriata,Thalassiosira curviseriata:291032
ASV_3150:1f3a3b9bd473f454a0b2d7e019db0dd00751fb02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Jakobida;Jakobida;Jakobida;Moramonas;Moramonas;Moramonas marocensis,Moramonas marocensis:1805496
ASV_3151:1f5ea498dd6dab00e01a7ce1aa1d35f6b0324a89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Arthropoda;Insecta;Lepidoptera;Hesperiidae;Calleagris;Calleagris lacteus,Calleagris lacteus:2025671
ASV_3152:1f690cad7691022c7893aa54e498eeab739e1d03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Eukaryota;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Dipterocladia;Dipterocladia arabiensis,Dipterocladia arabiensis:2007176
ASV_3153:1f6e96d2beeae7197779c48e888a61f6bc3b2a7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Mollusca;Gastropoda;Lymnaeidae;Lymnaeidae;Galba;Galba pervia,Galba pervia:1051332
ASV_3154:1f77aa1af474322580435ac0f53fe19dacad3615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Platyhelminthes;Trematoda;Plagiorchiida;Paramphistomidae;Paramphistomum;Paramphistomum cervi,Paramphistomum cervi:762801
ASV_3155:1f8b55ce03f01bacb30a47fbeecfbcf468022014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;Yarrowia phangngaensis,Yarrowia phangngaensis:444778
ASV_3156:1f9164b221e6293256f18695a1003263f05bc8d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Nematoda;Chromadorea;Rhabditida;Ascarididae;Ascaris;Ascaris ovis,Ascaris ovis:1885273
ASV_3157:1f928ceef640349fb4328e74a9d0f18155caba2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Olpidiopsidales;Oomycota_13;Olpidiopsidales;Olpidiopsidaceae;Olpidiopsis;Olpidiopsis feldmanni,Olpidiopsis feldmanni:1638924
ASV_3158:1fadb323de9dad13d77dc9808743d068bd555cd2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Eukaryota;Annelida;Polychaeta;Eunicida;Dorvilleidae;Ophryotrocha;Ophryotrocha geryonicola,Ophryotrocha geryonicola:864291
ASV_3159:1fbdd3b0e3ac029d1ff4ae1be7f904acec8a0e56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Streptophyta;Cycadopsida;Cycadales;Zamiaceae;Ceratozamia;Ceratozamia hildae,Ceratozamia hildae:171009
ASV_3160:1fc62a7274fb3460afe6f4eb8c0c54f78ddad449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Eukaryota;Capsaspora;Filasterea_1;Capsaspora;Capsaspora;Capsaspora;Capsaspora owczarzaki,Capsaspora owczarzaki:192875
ASV_3161:1fd550ba058f07ca8ba6c8c8077cd0db7732cdd5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,Eukaryota;Chordata;Amphibia;Anura;Ranidae;Pelophylax;Pelophylax chosenicus,Pelophylax chosenicus:512019
ASV_3162:1fd8bcf0bdfb9024b98b079a115868d83bcba1d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Chordata;Aves;Charadriiformes;Charadriidae;Ibidorhyncha;Ibidorhyncha struthersii,Ibidorhyncha struthersii:425643
