OTU,ARMS_SWC_Bjorko1_20200131_20200518_MF100_s1_r1,ARMS_SWC_Bjorko1_20200131_20200518_SF40_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_MF500_s1_r1,ARMS_SWC_Gbg1_20200206_20200520_SF40_s1_r1,ARMS_SWC_Gbg2_20200206_20200520_MF100_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_MF100_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_MF500_s1_r1,ARMS_SWC_Gbg3_20200206_20200529_SF40_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_MF100_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_MF500_s1_r1,ARMS_SWC_Gbg4_20200206_20200529_SF40_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_MF100_s1_r1,ARMS_SWC_Helsingborg1_20200305_20200604_MF500_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_MF100_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_MF500_s1_r1,ARMS_SWC_Helsingborg2_20200305_20200604_SF40_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_MF100_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_MF500_s1_r1,ARMS_SWC_Hjuvik1_20200131_20200518_SF40_s1_r1,ARMS_SWC_Marstrand1_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand1_20200228_20200527_SF40_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand2_20200228_20200527_MF500_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_MF100_s1_r1,ARMS_SWC_Marstrand3_20200228_20200527_SF40_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg1_20200213_20200603_SF40_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg2_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_MF100_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_MF500_s1_r1,ARMS_SWC_Varberg3_20200213_20200603_SF40_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_MF500_s1_r1,ARMS_SWC_Preemraff1_20200401_20200715_SF40_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_MF500_s1_r1,ARMS_SWC_Preemraff2_20200401_20200715_SF40_s1_r1,Classification,TAXON:NCBI_TAX_ID
Otu2691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;Unknown Mucoromycota class 7,Mucoromycota:1913637
Otu234,0,0,2,0,0,0,0,0,0,0,0,0,0,3,16,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;Plectosphaerella;Unknown Plectosphaerella species 1,Plectosphaerella:40657
Otu2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Unknown Eurotiomycetes order 4,Eurotiomycetes:147545
Otu3334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Neobulgaria;Neobulgaria_pura,Neobulgaria pura:45434
Otu3335,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 23,Ascomycota:4890
Otu8,0,0,1,0,0,12,1,0,0,0,0,0,0,0,0,7,0,0,0,17,0,8,7,10623,0,0,0,0,0,0,0,0,0,0,0,0,3,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Unknown Fungi phylum 1,Fungi:4751
Otu1661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Onygenales;Gymnoascaceae;unidentified (Gymnoascaceae);Unknown unidentified (Gymnoascaceae) species 1,Eurotiomycetes:147545
Otu963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Leotiomycetes;Rhytismatales;Rhytismataceae;Unknown Rhytismataceae genus 1,Leotiomycetes:147548
Otu960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Lycoperdon;Lycoperdon_pratense,Lycoperdon:5427
Otu743,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Lecanoromycetes;Teloschistales;Teloschistaceae;unidentified (Teloschistaceae);Unknown unidentified (Teloschistaceae) species 1,Teloschistaceae:88646
Otu740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Naganishia;Unknown Naganishia species 2,Tremellomycetes:155616
Otu2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Lecanoromycetes;Unknown Lecanoromycetes order 3,Lecanoromycetes:147547
Otu2971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota,Ascomycota:4890
Otu2975,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Crepidotaceae;Crepidotus;Crepidotus_applanatus,Basidiomycota:5204
Otu1479,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;unidentified (Pleosporales) family incertae sedis;unidentified (unidentified (Pleosporales));Pleosporales_sp,Pleosporales:92860
Otu1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Boletales;Sclerodermataceae;Scleroderma;Scleroderma_areolatum,Basidiomycota:5204
Otu2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Unknown Fungi phylum 8,Fungi:4751
Otu3657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;Unknown Mucoromycota class 14,Mucoromycota:1913637
Otu2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Unknown Cladophialophora species 1,Herpotrichiellaceae:43219
Otu3484,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_obtusus,Cortinarius:34451
Otu3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 24,Ascomycota:4890
Otu1054,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Unknown Basidiomycota class 4,Basidiomycota:5204
Otu1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Daldinia,Daldinia:42360
Otu1050,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreales_fam_Incertae_sedis;Acremonium;Acremonium_persicinum,Acremonium persicinum:5051
Otu1052,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Tricholoma;Unknown Tricholoma species 1,Tricholoma:40144
Otu535,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Tremellomycetes,Tremellomycetes:155616
Otu533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Unknown Lecanorales family 1,Lecanorales:5197
Otu1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Dothideomycetes_ord_Incertae_sedis;Dothideomycetes_fam_Incertae_sedis;Leptospora;Leptospora_rubella,Leptospora rubella:100011
Otu1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;Unknown Mucoromycota class 1,Mucoromycota:1913637
Otu2051,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetales_fam_Incertae_sedis;Candida;Unknown Candida species 1,Candida:5475
Otu2052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_pulchella,Mortierella pulchella:979732
Otu408,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Hypholoma;Unknown Hypholoma species 1,Hypholoma:71944
Otu1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Rozellomycota;Rozellomycota_cls_Incertae_sedis;GS11;unidentified (GS11) family incertae sedis;unidentified (unidentified (GS11));GS11_sp,Rozellomycota:1031332
Otu1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 9,Ascomycota:4890
Otu404,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Unknown Mortierellales family 1,Mortierellales:214503
Otu406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 5,Ascomycota:4890
Otu665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium_marquandii,Metarhizium marquandii:64636
Otu885,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Gibberella;Gibberella_zeae,Gibberella zeae:5518
Otu886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus_penicillioides,Aspergillus penicillioides:41959
Otu882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_sp,Herpotrichiellaceae:43219
Otu883,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;Cadophora;Cadophora_malorum,Cadophora malorum:108018
Otu394,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Unknown Helotiaceae genus 1,Helotiaceae:5181
Otu395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Unknown Pholiota species 1,Pholiota:13205
Otu396,0,0,2,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium,Penicillium:5073
Otu3751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Mucoromycota;Umbelopsidomycetes;Umbelopsidales;Umbelopsidaceae;Unknown Umbelopsidaceae genus 1,Umbelopsidaceae:1403793
Otu3758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Lecanoromycetes;Unknown Lecanoromycetes order 4,Lecanoromycetes:147547
Otu715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Neodevriesiaceae;Neodevriesia;Unknown Neodevriesia species 1,Neodevriesia:1508290
Otu716,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Lulworthiales;Lulworthiaceae;unidentified (Lulworthiaceae);Lulworthiaceae_sp,Lulworthiaceae:135653
Otu717,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Xylariales;Microdochiaceae;Microdochium;Unknown Microdochium species 1,Microdochium:67608
Otu710,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;unidentified (Sordariomycetes) order incertae sedis;unidentified (Sordariomycetes) family incertae sedis;Unknown unidentified (Sordariomycetes) family incertae sedis genus 1,Sordariomycetes:147550
Otu2571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Unknown Lecanorales family 4,Lecanorales:5197
Otu2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Polyporales;unidentified (Polyporales) family incertae sedis;unidentified (unidentified (Polyporales));Polyporales_sp,Polyporales:5303
Otu2110,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Unknown Capnodiales family 3,Capnodiales:134362
Otu3689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Unknown Aspergillus species 1,Aspergillus:5052
Otu1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 13,Ascomycota:4890
Otu860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Unknown Agaricostilbales family 1,Agaricostilbales:48846
Otu2104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 15,Ascomycota:4890
Otu3296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 21,Ascomycota:4890
Otu1462,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;Cyphellophora;Cyphellophora_reptans,Cyphellophora reptans:293230
Otu1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Calvatia;Unknown Calvatia species 1,Calvatia:68761
Otu3435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;unidentified (Lasiosphaeriaceae);Unknown unidentified (Lasiosphaeriaceae) species 2,Lasiosphaeriaceae:42302
Otu3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella_punctiformis,Mycosphaerella:41254
Otu1591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium,Penicillium:5073
Otu3502,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Cladosporiaceae;Cladosporium;Unknown Cladosporium species 2,Cladosporium:5498
Otu3505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Capnodiales;Teratosphaeriaceae;Phaeothecoidea;Phaeothecoidea_sp,Phaeothecoidea:445181
Otu1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Unknown Ascomycota class 7,Ascomycota:4890
Otu2586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Unknown Herpotrichiellaceae genus 1,Herpotrichiellaceae:43219
Otu3617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Unknown Pleosporales family 7,Pleosporales:92860
Otu415,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Leotiomycetes;Helotiales;Dermateaceae;Helgardia;Unknown Helgardia species 1,Helgardia:228665
Otu414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_biformis,Cortinarius biformis:304829
Otu412,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;Unknown Phallus species 1,Phallus:146780
Otu411,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;Knufia;Knufia_sp,Knufia:430999
Otu410,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;unidentified (Phaeosphaeriaceae);Phaeosphaeriaceae_sp,Phaeosphaeriaceae:5020
Otu419,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_spathulatum,Penicillium spathulatum:1263194
Otu1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Blumeria;Unknown Blumeria species 1,Blumeria:34372
Otu1136,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;Unknown Agaricostilbales family 2,Agaricostilbales:48846
Otu674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cellular organisms;Eukaryota;Opisthokonta;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Unknown Pleosporales family 1,Pleosporales:92860
